DriverRating,AccidentArea,AgeOfVehicle,Fault,VehicleCategory,UnusualDeductible,WitnessPresent,MonthClaimed,Year,Sex,PolicyType,Deductible,ClaimProcessingTime,WeekOfMonth,RepNumber,Age,NumberOfSuppliments,ClaimAmountRisk,FraudFound_P
1,1,7,0,1,0,0,8,1994,1,13,400,371,2,7,65,5,5,0
2,1,7,0,2,0,0,6,1994,1,12,400,370,4,7,47,5,4,0
2,1,5,0,2,0,0,11,1995,1,12,400,366,2,3,51,1,4,0
1,1,4,0,1,0,0,12,1996,0,11,400,366,2,9,34,3,1,0
3,1,4,0,1,0,0,10,1996,1,13,400,359,1,12,21,1,3,0
2,1,7,1,1,0,0,3,1994,1,13,400,365,4,8,55,5,4,0
1,1,6,0,1,0,0,12,1995,1,11,400,370,3,15,31,3,2,0
1,1,4,0,2,0,0,8,1994,1,21,400,359,5,6,19,0,5,0
1,1,6,1,1,0,0,6,1994,1,13,400,375,2,7,36,1,1,0
3,1,6,0,1,0,0,7,1996,1,13,400,364,5,4,30,5,3,1
4,1,6,0,1,0,0,8,1994,1,13,400,369,4,1,42,5,0,0
3,1,5,0,1,0,0,6,1994,1,13,400,363,1,1,47,0,3,0
4,1,5,0,2,0,0,11,1994,1,21,400,427,2,2,25,0,20,0
1,1,7,1,1,0,0,1,1995,1,13,400,366,4,6,51,0,1,0
3,1,6,0,2,0,0,9,1995,1,12,400,380,3,6,33,1,3,0
1,1,6,1,1,0,0,11,1995,0,11,400,389,3,10,45,0,1,0
3,1,0,0,3,0,0,1,1996,1,33,400,367,2,1,18,0,15,0
3,1,6,1,1,0,0,8,1995,1,11,400,379,4,12,63,5,3,0
4,1,7,1,1,0,0,4,1996,1,13,400,370,2,1,50,5,12,0
2,1,7,0,2,0,0,8,1996,1,12,400,365,2,4,62,5,4,0
2,1,6,0,1,0,0,3,1994,1,11,400,366,3,7,44,0,2,0
1,1,2,0,1,0,0,10,1996,0,13,400,393,4,9,23,5,0,0
4,1,7,0,2,0,0,3,1994,1,12,400,365,5,7,42,0,4,0
4,1,7,1,1,0,0,5,1994,1,11,400,367,4,7,51,5,8,0
2,1,7,0,1,0,0,12,1996,1,11,400,375,1,13,69,3,2,0
3,0,7,1,1,1,0,6,1994,1,11,500,378,4,9,62,0,3,0
4,1,4,0,1,0,0,11,1996,0,11,400,375,4,14,31,0,4,0
1,1,4,0,1,0,0,7,1994,0,13,400,410,1,1,22,0,1,1
2,1,5,0,2,0,0,4,1995,1,12,400,365,1,10,30,0,2,1
1,1,5,0,1,0,0,1,1996,0,11,400,18,3,7,27,0,2,0
2,1,6,0,2,0,0,9,1996,1,12,400,365,1,3,27,3,8,0
2,1,5,0,1,0,0,9,1995,1,13,400,369,5,10,28,0,2,0
3,1,7,0,1,0,0,7,1994,1,13,400,371,5,9,60,0,3,0
4,1,5,1,1,1,0,2,1996,1,11,500,368,3,6,31,0,4,0
2,1,6,0,1,0,0,1,1994,1,13,400,4,5,2,43,0,10,0
4,1,7,1,1,0,0,8,1994,1,11,400,370,3,2,39,5,8,0
3,1,5,0,1,0,0,9,1996,1,11,400,430,2,13,29,0,3,0
2,1,6,0,2,0,0,11,1994,0,12,400,370,1,5,44,0,2,0
1,1,7,0,2,0,0,3,1995,1,12,400,372,4,11,50,5,2,0
4,1,6,0,1,0,0,2,1996,0,11,400,366,1,1,42,5,4,0
4,0,6,0,1,0,0,7,1994,1,11,400,362,3,6,48,0,4,0
3,1,7,0,1,0,0,11,1995,1,11,400,366,3,2,61,0,3,0
4,1,7,0,1,1,0,3,1995,1,13,500,367,3,4,47,0,4,0
1,1,7,1,1,0,0,3,1995,1,11,400,370,4,16,54,3,3,1
4,1,4,0,1,0,0,12,1996,1,13,400,442,1,12,21,5,8,0
1,1,7,0,2,0,0,11,1995,1,12,400,366,3,2,47,0,1,0
2,1,0,0,1,0,0,1,1994,1,13,400,295,3,10,19,0,10,0
1,1,6,1,1,0,0,1,1994,1,11,400,19,4,10,31,3,1,0
1,1,6,1,1,0,0,7,1995,1,13,400,371,1,3,26,0,0,0
2,1,7,0,1,0,0,8,1994,1,11,400,366,1,7,45,3,2,0
4,1,6,0,2,0,0,11,1994,1,12,400,368,2,5,44,5,8,0
3,1,4,0,1,0,0,9,1994,1,11,400,375,1,13,23,5,3,0
3,1,7,0,2,0,0,2,1994,1,12,400,365,1,3,53,0,3,0
4,1,7,0,2,0,0,3,1995,1,12,400,370,4,13,54,3,8,0
2,1,5,0,2,0,0,6,1995,1,12,400,370,5,1,33,5,2,0
4,1,4,0,1,0,0,12,1995,1,13,400,361,2,2,21,0,0,0
4,1,6,0,1,0,0,12,1994,1,11,400,375,3,1,44,5,4,0
2,1,7,0,2,0,0,10,1994,0,12,400,366,2,3,49,0,4,0
2,1,6,1,2,1,0,5,1994,1,12,700,366,2,7,42,5,4,0
2,0,7,0,1,0,0,3,1995,1,13,400,371,4,3,36,0,4,0
1,1,6,0,1,0,0,7,1994,1,13,400,366,2,3,34,5,0,0
4,1,7,0,1,0,0,2,1995,1,11,400,366,2,15,64,5,4,0
4,1,4,0,2,0,0,8,1995,0,12,400,368,2,1,33,0,4,0
1,1,6,0,1,0,0,11,1996,1,11,400,373,4,9,31,3,1,0
4,1,7,1,1,0,0,6,1996,1,11,400,397,3,12,51,0,4,0
4,1,7,1,1,0,0,7,1994,1,11,400,380,2,10,40,3,8,0
3,0,7,0,1,1,0,9,1994,1,13,500,468,1,3,64,5,3,0
1,0,6,0,1,0,0,6,1994,1,11,400,360,4,7,28,3,2,0
2,1,5,1,1,0,0,4,1996,1,11,400,369,1,9,32,3,2,0
2,1,6,0,2,0,0,4,1994,1,12,400,367,4,7,43,1,2,0
2,1,6,0,2,1,0,9,1996,1,12,700,361,4,8,35,5,4,0
2,1,4,1,2,0,0,5,1995,1,12,400,360,4,13,32,0,2,0
1,1,6,0,2,0,0,1,1994,1,12,400,360,1,7,26,5,2,0
4,0,4,0,1,0,0,4,1995,1,13,400,369,4,12,21,0,4,0
2,1,6,1,1,0,0,9,1995,1,11,400,373,4,12,35,0,2,0
1,1,6,0,1,0,0,1,1996,1,11,400,13,4,10,44,1,2,0
2,1,7,0,2,0,0,5,1995,1,12,400,366,3,14,43,3,4,0
4,1,6,0,1,0,0,6,1994,0,11,400,365,2,1,41,3,0,0
1,1,6,0,1,0,0,6,1994,1,13,400,366,3,16,28,5,1,0
4,1,7,0,1,0,0,6,1995,1,11,400,372,2,3,64,5,4,0
4,1,5,0,2,0,0,5,1996,0,12,400,365,4,1,26,0,4,0
2,1,7,0,2,0,0,9,1995,1,12,400,367,4,8,54,0,4,0
1,1,5,1,2,0,0,11,1995,1,12,400,370,4,8,28,0,1,0
3,1,5,0,2,0,0,9,1995,1,12,400,379,3,8,35,1,3,0
1,1,5,1,1,0,0,6,1994,1,13,400,365,5,12,32,1,0,0
2,1,5,0,1,0,0,8,1994,0,13,400,382,2,11,37,3,10,0
3,1,6,1,1,0,0,4,1996,1,13,400,361,2,9,33,0,0,0
4,1,7,0,2,0,0,6,1995,1,12,400,373,2,11,54,1,8,0
1,1,5,1,2,0,0,3,1995,1,12,400,370,3,3,30,3,1,0
2,1,6,0,1,0,0,1,1995,0,11,400,189,1,10,31,0,2,0
4,1,6,0,2,0,0,3,1995,1,12,400,390,3,13,49,5,4,0
2,1,6,1,1,0,0,11,1995,0,11,400,365,3,1,28,0,2,0
3,1,4,0,2,0,0,2,1995,0,12,400,366,4,3,28,0,3,0
2,1,6,1,1,0,0,10,1995,1,13,400,366,3,6,45,0,10,0
4,1,5,1,1,0,0,12,1995,0,13,400,361,3,5,28,5,4,0
1,1,6,0,1,0,0,11,1996,1,11,400,366,3,14,30,5,2,0
3,1,6,0,1,0,0,5,1995,0,11,400,368,1,3,39,5,3,0
2,1,5,0,2,0,0,4,1994,0,12,400,360,4,5,34,0,2,0
1,1,6,1,1,0,0,8,1995,1,11,400,369,3,5,51,5,1,0
2,1,4,1,2,0,0,5,1995,0,12,400,363,5,3,23,1,2,0
2,1,2,0,1,0,0,9,1996,0,11,400,366,4,7,32,0,2,0
3,1,6,0,2,0,0,4,1995,1,12,400,365,4,14,44,5,6,0
1,1,5,1,1,0,0,6,1994,1,13,400,369,3,2,26,0,0,0
2,1,5,1,2,0,0,8,1994,1,12,400,367,4,8,30,5,4,0
1,1,7,1,1,1,0,5,1995,1,13,700,366,5,8,64,5,5,0
1,1,5,0,2,0,0,11,1995,1,12,400,365,1,4,33,3,1,0
1,1,6,1,1,1,0,10,1994,1,11,700,373,4,7,41,3,2,0
1,1,5,0,2,0,0,3,1995,1,12,400,367,1,9,29,3,1,0
4,1,6,0,1,1,0,4,1996,0,13,700,362,2,1,55,1,20,0
4,1,6,0,2,0,0,2,1995,1,12,400,363,3,16,29,0,4,0
2,1,6,0,1,0,0,4,1995,0,11,400,375,4,5,36,5,2,0
1,1,5,1,1,0,0,10,1994,1,11,400,367,5,9,30,0,1,0
1,0,7,0,1,0,0,3,1995,0,11,400,366,2,11,36,5,1,0
3,0,5,0,1,0,0,1,1995,1,11,400,369,3,7,26,0,0,0
1,1,0,1,1,0,0,3,1995,1,13,400,384,3,5,19,0,5,0
3,1,5,0,1,0,0,4,1994,1,11,400,396,3,15,26,0,3,0
2,1,6,1,1,0,0,7,1994,1,13,400,369,2,10,35,5,2,0
1,1,6,1,1,0,0,5,1994,1,13,400,366,1,2,26,0,2,0
4,1,0,0,1,0,1,8,1996,1,13,400,401,3,15,18,0,20,0
2,0,4,1,1,0,0,5,1994,1,11,400,372,3,13,34,3,2,0
3,1,6,0,2,0,0,5,1994,1,12,400,368,2,2,47,1,6,0
4,1,5,0,1,0,0,9,1995,0,11,400,366,3,2,32,5,20,0
1,1,6,0,1,0,0,9,1995,1,11,400,370,5,8,55,0,1,0
2,1,5,1,1,0,0,2,1996,1,11,400,362,5,4,34,0,2,0
3,1,7,0,1,0,0,2,1995,1,13,400,385,3,9,40,5,0,0
3,1,7,1,2,0,0,4,1994,1,21,400,375,3,3,52,0,15,0
3,1,7,1,1,1,0,9,1996,1,13,700,362,2,13,54,0,3,0
3,0,6,0,1,0,0,2,1995,1,11,400,366,3,2,43,0,6,0
3,1,6,0,1,0,0,4,1996,1,13,400,373,1,4,44,0,0,0
2,1,5,0,1,0,0,11,1995,1,13,400,374,5,3,29,0,2,0
4,1,6,0,2,0,0,1,1996,1,12,400,56,1,15,32,1,0,0
3,1,6,0,3,0,0,4,1995,1,33,400,369,1,13,46,3,15,0
3,1,5,0,1,0,0,3,1996,1,13,400,367,5,14,31,5,6,0
1,1,4,0,2,0,0,2,1995,0,12,400,369,3,6,35,0,0,0
3,1,7,0,2,0,0,7,1994,1,12,400,365,3,2,54,3,3,1
3,1,7,0,1,0,0,6,1995,1,11,400,375,3,12,44,3,6,0
1,1,7,0,1,0,0,5,1994,1,11,400,359,4,6,62,0,1,0
3,1,7,0,3,0,0,6,1994,1,33,400,378,4,12,50,5,15,0
3,1,7,0,1,0,0,12,1994,1,13,400,370,5,4,47,1,9,0
1,1,6,0,1,0,0,3,1994,1,13,400,367,2,14,43,0,1,0
2,1,6,1,1,0,0,2,1995,1,11,400,395,3,11,41,0,4,0
1,1,7,0,2,0,0,12,1994,1,12,400,365,3,4,51,0,3,0
3,1,0,0,1,0,0,1,1995,1,13,400,361,2,15,19,0,15,1
3,1,6,0,2,0,0,1,1994,1,12,400,365,4,6,39,0,6,0
3,1,5,0,2,0,0,7,1994,1,12,400,360,3,5,28,3,6,0
3,1,7,1,1,0,0,5,1996,1,13,400,377,1,12,63,3,6,0
3,1,7,0,1,0,0,4,1996,1,13,400,369,3,14,63,0,6,0
2,1,5,0,2,0,0,4,1994,1,21,400,380,5,8,31,0,10,0
4,1,6,0,1,0,0,12,1995,1,11,400,389,2,2,35,0,20,0
2,1,6,1,1,0,0,1,1995,1,11,400,359,5,16,28,5,2,0
2,1,7,0,1,0,0,6,1995,1,13,400,369,5,9,52,5,4,0
2,1,7,1,2,0,0,3,1995,1,12,400,384,1,1,46,5,10,0
2,1,3,0,1,0,0,10,1996,1,11,400,368,2,3,31,0,2,0
1,1,7,0,1,0,0,1,1996,1,13,400,362,3,13,75,1,2,0
4,1,7,1,1,0,0,4,1995,1,13,400,360,2,8,55,5,4,0
1,1,6,1,1,0,0,6,1994,1,13,400,410,2,2,33,0,2,0
3,0,3,0,1,0,0,10,1995,0,13,400,362,4,8,42,1,3,0
3,1,5,0,2,0,0,7,1994,0,12,400,378,1,2,26,3,0,0
1,1,6,0,2,0,0,7,1996,1,12,400,371,1,3,26,0,1,0
1,1,6,1,2,0,0,1,1995,1,12,400,371,3,14,33,0,1,0
3,1,7,1,1,0,0,7,1995,1,11,400,387,4,15,74,0,6,0
2,1,6,1,1,0,0,1,1994,1,11,400,32,1,4,55,3,2,1
3,1,6,0,2,0,0,4,1995,1,12,400,374,4,6,29,1,9,0
1,1,4,1,1,0,0,5,1996,1,11,400,374,4,4,23,0,2,0
2,1,5,0,1,0,0,12,1995,1,11,400,366,5,6,30,3,0,0
3,1,4,1,2,0,0,4,1995,0,21,400,383,1,14,31,0,15,0
4,1,6,1,2,0,0,8,1995,1,12,400,382,1,3,37,3,4,0
2,1,6,1,1,0,0,11,1994,0,11,400,371,1,2,50,5,2,0
3,1,6,0,1,0,0,6,1995,1,11,400,368,1,8,41,0,0,0
1,1,5,0,1,0,0,6,1994,1,11,400,363,2,2,33,0,1,0
3,1,5,1,1,0,0,3,1996,1,13,400,369,4,2,36,5,3,0
2,1,6,1,2,0,0,1,1995,1,12,400,6,5,8,41,5,10,0
3,1,5,1,2,0,0,4,1995,1,12,400,372,3,3,35,5,3,0
4,1,4,1,1,0,0,11,1994,0,13,400,365,1,7,26,5,4,0
2,1,6,0,1,0,0,8,1994,1,13,400,366,3,5,32,0,0,0
3,1,5,1,1,0,0,4,1995,0,13,400,360,2,10,42,5,3,0
1,1,6,0,1,0,0,12,1994,1,11,400,365,1,16,40,0,3,0
1,1,5,0,1,0,0,6,1996,0,11,400,366,5,11,35,0,1,0
3,1,6,0,2,0,0,12,1996,0,12,400,365,4,1,43,3,3,0
2,1,6,0,1,0,0,1,1994,0,13,400,10,5,6,33,0,0,0
2,1,7,0,2,0,0,9,1995,1,12,400,438,3,15,55,0,2,0
4,1,6,0,1,0,1,3,1994,1,13,400,368,3,10,42,0,0,0
2,1,7,0,2,0,0,1,1994,1,21,400,3,5,5,50,0,10,0
4,1,5,1,2,0,0,6,1996,1,12,400,370,5,7,33,5,8,0
1,1,4,0,1,0,0,6,1994,0,13,400,366,3,9,30,0,0,0
4,1,0,1,1,0,0,1,1994,0,13,400,360,4,8,27,0,20,0
2,1,4,0,2,0,0,3,1994,1,21,400,386,2,2,18,5,10,1
4,1,7,0,2,1,0,2,1994,1,12,700,365,3,11,72,1,8,0
1,1,7,0,1,0,0,1,1994,1,13,400,361,3,4,78,5,0,0
3,1,7,0,3,0,0,3,1994,1,33,400,380,3,11,67,3,15,0
3,1,5,0,2,1,0,9,1995,1,12,500,379,2,8,29,0,15,0
2,1,6,0,1,0,0,10,1995,1,11,400,385,3,1,35,5,2,0
4,1,4,0,1,0,0,12,1996,1,11,400,370,3,13,23,0,4,0
4,1,6,0,1,0,0,8,1994,1,11,400,366,4,4,28,3,8,0
2,1,7,0,2,0,0,6,1995,1,12,400,365,4,15,71,0,2,1
2,1,7,0,1,0,0,9,1994,1,11,400,366,4,2,76,0,0,0
2,0,7,0,1,0,0,8,1996,1,11,400,380,3,16,36,5,4,0
4,1,6,0,1,1,0,12,1994,1,11,700,373,1,1,50,0,4,0
2,1,5,0,1,0,0,3,1995,1,11,400,373,3,3,27,3,2,0
1,1,7,1,1,0,0,3,1995,1,11,400,373,4,1,37,0,1,0
2,1,6,0,1,0,0,10,1995,1,11,400,369,1,12,44,0,4,0
3,1,5,0,1,0,0,1,1995,1,13,400,66,3,13,28,3,3,0
2,1,5,0,1,0,0,3,1994,0,11,400,359,4,12,31,1,2,0
1,1,7,0,1,0,0,8,1994,1,13,400,366,4,13,40,3,2,0
4,1,5,1,1,0,0,5,1995,1,11,400,365,2,13,27,5,20,0
4,1,6,0,1,0,0,3,1994,0,13,400,365,3,2,39,1,20,0
4,0,5,0,3,0,0,7,1996,1,33,400,367,3,12,43,0,20,0
3,1,6,0,2,0,0,11,1994,1,12,400,367,2,2,50,3,3,0
2,1,6,0,1,0,0,4,1994,1,11,400,366,5,13,36,5,2,0
3,1,6,0,3,0,0,6,1994,1,33,400,369,2,4,29,1,15,0
1,1,6,1,1,0,0,7,1994,1,11,400,362,3,14,29,0,2,0
1,1,4,1,1,0,0,8,1996,1,13,400,369,5,12,33,0,1,0
4,1,7,0,1,0,0,5,1994,1,11,400,359,5,8,48,1,8,0
4,1,6,0,1,0,0,1,1995,1,13,400,362,3,13,44,0,4,0
4,1,6,0,3,0,0,10,1994,1,33,400,378,1,2,27,0,20,0
2,1,6,0,2,0,0,8,1994,1,12,400,366,1,6,37,1,2,0
1,1,7,0,1,0,0,4,1996,1,11,400,365,2,11,46,0,2,0
2,0,6,0,1,0,0,4,1994,1,11,400,445,4,13,44,0,4,0
2,1,5,0,1,0,0,8,1995,0,11,400,359,2,13,31,0,2,0
3,1,3,0,2,0,0,10,1995,0,12,400,365,2,16,21,5,3,0
1,1,6,0,2,0,0,11,1996,1,12,400,366,1,2,36,0,1,0
1,1,5,0,2,0,0,7,1995,1,12,400,359,5,12,33,5,2,0
1,1,6,0,2,0,0,11,1994,1,12,400,382,3,1,30,5,5,0
3,1,7,1,1,0,0,10,1995,1,13,400,362,3,6,50,3,3,0
3,1,7,1,1,0,0,4,1995,0,11,400,385,2,10,48,5,12,0
3,1,6,1,2,0,0,1,1994,1,12,400,367,2,2,58,3,6,0
2,0,7,0,2,0,0,7,1996,1,12,400,363,4,10,54,1,2,0
2,1,6,0,2,0,0,9,1996,1,12,400,368,1,2,49,1,2,0
3,1,7,1,1,0,0,1,1994,1,11,400,16,4,2,50,5,3,0
1,1,6,0,2,0,0,10,1996,1,12,400,365,4,16,31,5,1,1
1,1,6,1,2,0,0,1,1996,1,12,400,369,4,1,33,1,2,0
3,1,6,0,1,0,0,12,1996,0,13,400,365,1,11,40,1,0,0
2,1,6,0,2,0,0,1,1996,1,12,400,365,5,14,42,5,4,0
1,0,7,0,1,0,0,11,1994,1,13,400,365,5,5,63,0,1,0
4,1,5,1,2,0,0,6,1995,1,12,400,366,2,4,29,0,4,0
3,1,7,1,3,0,1,1,1994,1,33,400,365,4,5,61,0,15,0
1,1,5,0,1,0,0,6,1994,1,11,400,374,2,6,33,5,1,0
4,1,6,0,1,0,0,11,1995,1,13,400,369,2,2,42,5,8,0
2,1,7,1,1,0,0,2,1995,1,13,400,371,3,9,57,0,2,0
3,1,7,0,2,0,0,3,1994,1,12,400,368,2,15,51,0,6,0
3,1,0,0,1,0,0,1,1994,1,13,400,371,2,3,19,0,15,0
1,1,6,0,2,0,0,3,1995,1,12,400,368,5,4,27,1,2,0
1,0,6,0,1,0,0,2,1994,0,13,400,368,3,3,55,0,0,0
2,1,6,1,2,0,0,4,1994,1,12,400,374,3,13,36,5,4,0
1,1,6,0,2,0,0,9,1994,1,12,400,377,3,15,30,5,2,0
4,1,7,0,1,0,0,7,1996,1,13,400,368,1,3,54,3,0,0
4,1,3,0,1,0,0,11,1994,1,11,400,365,5,10,18,0,4,0
4,0,6,0,1,0,0,6,1994,1,11,400,372,2,4,39,5,8,0
2,1,6,0,2,0,0,2,1995,0,12,400,363,1,1,29,0,2,0
3,1,5,0,1,0,0,8,1996,1,13,400,371,5,7,29,5,15,0
3,1,7,0,1,0,0,1,1995,1,11,400,365,3,2,46,5,3,0
3,1,5,0,1,0,0,7,1996,0,13,400,367,3,9,43,5,0,0
2,0,5,0,1,0,0,10,1994,0,11,400,376,1,14,47,0,2,0
1,1,7,1,2,0,0,5,1995,1,12,400,373,4,12,48,5,2,0
2,1,7,1,1,0,0,8,1996,1,13,400,362,5,5,49,1,2,0
4,1,5,0,2,0,0,12,1994,1,12,400,368,4,11,28,3,4,0
1,1,4,0,2,0,0,4,1996,1,12,400,360,2,14,25,1,2,0
4,1,7,1,1,1,0,4,1995,1,13,700,366,1,5,39,5,20,0
1,1,5,1,2,0,0,2,1994,0,12,400,372,1,9,31,0,1,0
2,1,5,0,2,0,0,11,1996,0,12,400,367,1,9,30,0,2,0
4,1,7,0,1,0,0,9,1995,1,13,400,411,4,1,59,1,4,0
1,1,7,1,1,0,0,6,1994,1,13,400,373,1,9,63,0,1,0
4,1,5,0,1,0,0,10,1995,1,11,400,395,4,16,27,5,4,1
3,0,6,0,1,0,0,4,1994,1,11,400,371,5,1,34,1,3,0
4,1,6,0,2,0,0,9,1994,1,12,400,370,1,3,31,3,4,0
4,1,5,0,2,0,0,9,1996,1,12,400,365,5,12,47,5,20,1
2,1,5,0,1,0,0,4,1996,1,13,400,380,2,16,35,1,4,0
3,1,5,0,1,0,0,8,1994,1,13,400,363,3,4,32,5,3,0
4,1,7,0,1,0,0,7,1995,1,11,400,374,4,11,48,0,4,0
2,1,6,0,1,0,0,3,1994,1,11,400,373,2,9,43,3,4,0
2,1,6,1,1,0,0,11,1996,1,11,400,367,2,4,26,0,4,0
2,1,4,0,2,0,0,10,1996,1,12,400,365,4,5,26,0,2,0
3,1,6,0,1,0,0,5,1995,1,11,400,398,5,7,32,0,9,0
4,1,7,1,1,0,0,9,1994,1,13,400,381,1,11,67,3,4,0
4,0,7,0,1,0,0,12,1995,1,11,400,366,2,1,48,1,8,1
4,1,0,0,1,0,0,8,1994,1,11,400,395,5,7,29,0,20,0
1,1,0,1,2,0,0,1,1994,1,23,400,60,3,2,18,0,5,0
2,1,7,0,2,0,0,6,1994,1,12,400,365,4,9,50,0,2,0
2,1,7,0,1,0,0,5,1994,1,13,400,359,4,15,50,3,4,0
2,1,2,0,1,0,0,9,1994,0,13,400,425,4,9,34,5,2,0
3,1,4,1,1,0,0,8,1995,1,11,400,366,3,9,24,5,6,1
3,1,6,0,2,0,0,11,1996,1,12,400,367,3,16,42,0,3,0
2,1,6,0,2,0,0,9,1995,1,12,400,371,1,1,38,1,10,0
4,1,2,0,2,0,0,1,1994,1,12,400,365,2,3,33,5,20,0
4,1,6,0,1,0,0,2,1994,1,11,400,374,1,12,35,0,8,0
1,1,6,0,1,0,0,2,1994,1,11,400,366,3,4,38,5,1,0
2,1,5,0,1,1,0,2,1995,1,11,500,370,2,9,30,5,2,0
1,1,3,0,1,0,0,10,1996,1,11,400,375,2,12,26,0,1,0
3,1,4,0,1,0,0,12,1994,0,13,400,376,2,14,35,0,0,1
4,1,6,0,1,0,0,8,1994,1,11,400,366,4,14,38,0,8,0
3,1,6,1,2,0,1,8,1995,1,12,400,371,1,6,37,0,3,0
3,1,6,0,1,0,0,9,1994,1,11,400,362,2,5,49,0,3,0
2,1,6,0,1,0,0,7,1994,1,11,400,422,5,13,29,5,4,0
3,1,5,1,1,0,0,4,1995,1,11,400,362,1,6,32,5,3,0
2,1,6,1,2,0,0,2,1995,0,12,400,372,3,2,33,5,10,0
2,1,6,0,1,0,0,8,1995,1,13,400,372,3,15,27,0,2,0
4,1,7,1,1,0,0,2,1995,1,13,400,366,1,7,74,1,4,0
1,1,4,0,1,0,0,10,1994,0,13,400,392,3,6,53,5,2,0
4,1,7,0,1,1,0,3,1994,1,11,700,367,4,4,45,3,8,0
1,1,5,0,1,0,0,11,1995,1,11,400,360,2,7,32,0,1,0
1,1,5,1,1,0,0,7,1996,1,11,400,362,2,6,35,0,2,0
4,1,5,0,2,0,0,7,1994,1,12,400,365,3,2,32,3,8,0
1,1,6,0,2,0,0,9,1995,1,12,400,376,1,7,29,3,2,0
2,1,6,0,2,0,0,7,1995,1,12,400,461,5,1,41,3,2,0
2,1,7,1,2,0,0,12,1995,1,21,400,359,3,16,58,0,10,0
4,1,7,0,1,0,0,9,1996,1,11,400,367,5,8,54,0,8,0
4,1,7,0,3,0,0,11,1996,1,33,400,376,1,1,75,3,12,0
1,1,5,1,1,0,0,9,1994,1,11,400,396,2,16,27,0,1,0
4,1,1,1,1,0,0,7,1994,1,11,400,368,5,16,18,3,4,0
1,1,6,0,1,0,0,5,1996,0,11,400,449,4,11,32,3,1,0
1,1,7,0,1,0,0,3,1994,1,11,400,365,3,4,36,3,1,0
4,1,5,0,1,0,0,12,1994,1,11,400,365,1,1,32,0,4,0
2,0,5,0,1,0,0,10,1996,1,11,400,365,1,16,27,0,10,0
4,1,4,0,1,0,0,8,1994,1,11,400,368,3,10,42,0,4,0
1,1,6,0,1,0,0,3,1994,1,13,400,370,2,7,39,0,1,0
2,1,6,1,1,0,0,1,1995,1,13,400,362,3,2,39,0,10,0
2,1,4,0,2,0,0,9,1994,0,12,400,365,5,9,28,1,2,0
1,1,6,0,1,0,0,5,1995,1,11,400,366,1,13,45,3,1,0
1,0,4,0,2,0,0,5,1994,1,12,400,370,2,16,27,5,1,0
4,1,6,0,2,0,0,7,1995,1,12,400,359,2,3,55,3,4,0
3,1,3,0,1,0,0,12,1995,0,13,400,364,3,16,27,0,0,0
1,1,7,0,1,0,0,12,1994,1,13,400,427,2,15,58,1,0,0
1,1,6,1,1,0,0,9,1995,1,11,400,407,3,11,50,3,1,0
3,1,4,0,1,0,0,8,1995,1,11,400,384,2,11,25,0,3,0
4,1,5,0,1,0,0,5,1996,0,11,400,369,2,15,27,0,4,0
3,0,7,1,1,0,0,3,1994,1,13,400,369,1,14,51,5,15,0
1,1,5,0,2,0,0,3,1994,1,12,400,374,3,9,26,1,1,1
1,1,4,1,2,0,0,9,1995,1,21,400,366,3,2,28,3,5,0
2,1,5,1,1,0,0,4,1996,1,13,400,373,2,2,29,0,6,0
2,1,7,1,2,0,0,6,1996,1,12,400,367,4,1,50,0,2,0
1,1,6,1,1,0,0,4,1994,1,13,400,396,2,8,43,0,2,0
3,1,5,1,1,0,0,4,1995,1,13,400,366,5,15,34,0,3,0
4,1,6,0,2,0,0,8,1994,1,12,400,366,1,5,30,0,8,0
4,1,5,0,1,0,0,6,1995,1,11,400,416,1,12,28,5,20,0
1,1,5,0,1,0,0,7,1994,1,11,400,362,4,2,26,0,1,0
3,1,7,0,1,0,0,10,1995,1,13,400,408,4,13,58,0,0,0
2,1,5,0,1,0,0,1,1994,0,11,400,20,3,4,28,0,2,0
1,1,5,1,2,0,0,5,1995,1,12,400,371,2,3,29,3,2,0
1,1,7,1,1,0,0,11,1994,1,13,400,368,2,10,19,3,0,0
1,1,6,1,2,0,0,12,1995,1,12,400,374,4,14,42,5,2,0
3,1,7,0,1,0,0,9,1995,1,13,400,390,2,9,65,0,6,0
3,1,7,0,2,0,0,2,1994,1,12,400,362,3,6,64,5,12,0
2,1,2,0,2,0,0,5,1994,0,12,400,368,1,9,35,1,10,0
2,1,7,0,2,0,0,9,1994,1,12,400,368,4,4,46,3,2,0
3,1,5,0,2,0,0,6,1995,0,12,400,365,2,3,31,0,3,0
3,1,6,0,3,0,0,7,1995,1,33,400,374,4,14,38,5,15,0
2,1,6,0,1,0,0,9,1996,1,11,400,361,2,14,40,0,10,0
3,0,6,0,1,0,0,1,1995,1,11,400,371,1,16,38,0,0,0
4,1,0,0,2,0,0,6,1996,1,12,400,359,4,13,19,0,20,1
4,1,5,0,1,0,0,8,1994,1,11,400,365,1,1,31,3,4,0
1,1,3,0,1,0,0,5,1996,1,11,400,381,4,11,18,5,1,0
1,1,6,0,1,0,0,2,1996,1,13,400,370,5,13,28,3,2,0
2,1,7,0,2,0,0,11,1996,1,12,400,361,1,10,48,0,4,0
1,1,6,0,2,0,0,4,1995,1,12,400,365,4,9,44,0,1,0
1,1,6,0,1,0,0,3,1995,1,11,400,369,3,14,36,0,5,0
